2025-04-24T22:59:41
Configurations(Methods):
Name,Touch Interfaces
config01,"Slider00, TS15, TS14, TS13, TS12, TS01"
Logs:
"config01:Slider00:Status",Threshold,Resolution,TS15:Measurement Value,TS14:Measurement Value,TS13:Measurement Value,TS12:Measurement Value,TS01:Measurement Value
65535,909,100,11472,11475,11466,11469,11633
65535,909,100,11486,11469,11455,11469,11597
65535,909,100,11492,11471,11480,11447,11606
65535,909,100,11479,11462,11479,11452,11578
65535,909,100,11478,11459,11456,11468,11576
65535,909,100,11474,11454,11468,11476,11551
65535,909,100,11469,11456,11467,11477,11550
65535,909,100,11475,11446,11480,11440,11521
65535,909,100,11460,11452,11476,11453,11518
65535,909,100,11464,11450,11456,11424,11505
65535,909,100,11481,11448,11458,11435,11510
65535,909,100,11484,11456,11442,11446,11520
65535,909,100,11462,11508,11446,11424,11500
65535,909,100,11466,11490,11458,11431,11504
65535,909,100,11452,11473,11470,11424,11501
65535,909,100,11456,11467,11476,11415,11499
65535,909,100,11452,11462,11477,11418,11496
65535,909,100,11465,11465,11474,11429,11511
65535,909,100,11470,11469,11484,11445,11513
65535,909,100,11469,11466,11487,11430,11522
65535,909,100,11463,11462,11485,11434,11518
65535,909,100,11466,11462,11481,11442,11518
65535,909,100,11459,11465,11487,11418,11495
65535,909,100,11453,11457,11495,11432,11503
65535,909,100,11453,11459,11498,11437,11488
65535,909,100,11454,11459,11482,11409,11472
65535,909,100,11470,11445,11487,11398,11449
65535,909,100,11475,11439,11488,11425,11471
65535,909,100,11468,11441,11484,11446,11486
65535,909,100,11472,11442,11484,11425,11491
65535,909,100,11457,11437,11472,11411,11499
65535,909,100,11468,11441,11470,11425,11503
65535,909,100,11458,11440,11448,11440,11500
65535,909,100,11481,11445,11453,11441,11509
65535,909,100,11465,11442,11461,11448,11524
65535,909,100,11472,11443,11464,11449,11493
65535,909,100,11478,11440,11465,11443,11504
65535,909,100,11473,11451,11446,11447,11510
65535,909,100,11461,11441,11463,11451,11510
65535,909,100,11461,11440,11443,11431,11484
65535,909,100,11474,11491,11468,11427,11507
65535,909,100,11468,11480,11469,11433,11507
65535,909,100,11454,11470,11479,11434,11515
65535,909,100,11462,11463,11477,11444,11481
65535,909,100,11466,11448,11479,11451,11492
65535,909,100,11459,11448,11448,11431,11492
65535,909,100,11463,11461,11463,11442,11500
65535,909,100,11460,11457,11463,11453,11475
65535,909,100,11446,11451,11475,11428,11451
65535,909,100,11450,11450,11475,11416,11477
65535,909,100,11454,11450,11466,11432,11487
65535,909,100,11465,11438,11442,11419,11482
65535,909,100,11467,11447,11455,11402,11493
65535,909,100,11466,11445,11465,11393,11505
65535,909,100,11472,11446,11463,11408,11501
65535,909,100,11487,11447,11477,11423,11473
65535,909,100,11467,11438,11480,11432,11486
65535,909,100,11450,11431,11472,11409,11496
65535,909,100,11451,11438,11437,11393,11518
65535,909,100,11461,11442,11425,11382,11519
65535,909,100,11456,11435,11438,11381,11526
65535,909,100,11470,11425,11415,11379,11533
65535,909,100,11446,11428,11397,11371,11521
65535,909,100,11439,11425,11385,11380,11491
65535,909,100,11449,11429,11412,11380,11499
65535,909,100,11454,11425,11442,11374,11507
65535,909,100,11446,11426,11458,11390,11508
65535,909,100,11446,11430,11465,11409,11481
65535,909,100,11460,11423,11440,11421,11488
65535,909,100,11447,11436,11443,11416,11496
65535,909,100,11434,11430,11423,11394,11501
65535,909,100,11442,11435,11412,11389,11515
65535,909,100,11448,11428,11433,11383,11522
65535,909,100,11437,11431,11443,11404,11496
65535,909,100,11445,11422,11421,11389,11506
65535,909,100,11432,11411,11435,11378,11509
65535,909,100,11431,11422,11416,11367,11518
65535,909,100,11446,11428,11416,11383,11530
65535,909,100,11448,11436,11402,11383,11558
65535,909,100,11459,11437,11424,11405,11578
65535,909,100,11471,11445,11417,11426,11580
65535,909,100,11487,11451,11403,11442,11591
65535,909,100,11481,11446,11428,11420,11595
65535,909,100,11464,11452,11413,11416,11608
65535,909,100,11460,11454,11429,11402,11589
65535,909,100,11466,11454,11447,11415,11603
65535,909,100,11485,11448,11467,11433,11615
65535,909,100,11472,11461,11454,11449,11626
65535,909,100,11475,11465,11461,11435,11598
65535,909,100,11491,11475,11468,11454,11625
65535,909,100,11489,11469,11487,11462,11647
65535,909,100,11480,11464,11483,11447,11667
65535,909,100,11491,11465,11500,11448,11641
65535,909,100,11495,11470,11494,11460,11662
65535,909,100,11478,11470,11490,11437,11676
65535,909,100,11485,11458,11458,11454,11661
65535,909,100,11486,11457,11438,11468,11659
65535,909,100,11486,11455,11456,11472,11682
65535,909,100,11482,11456,11463,11472,11709
