2025-04-24T22:45:21
Configurations(Methods):
Name,Touch Interfaces
config01,"Slider00, TS15, TS14, TS13, TS12, TS01"
Logs:
"config01:Slider00:Status",Threshold,Resolution,TS15:Measurement Value,TS14:Measurement Value,TS13:Measurement Value,TS12:Measurement Value,TS01:Measurement Value
0,909,100,13021,11683,11532,11482,11543
1,909,100,12996,11688,11503,11468,11556
1,909,100,12994,11698,11512,11479,11528
1,909,100,12974,11705,11523,11477,11532
1,909,100,12982,11733,11531,11462,11544
1,909,100,12970,11770,11537,11447,11522
2,909,100,12957,11779,11512,11466,11533
2,909,100,12943,11795,11516,11457,11555
2,909,100,12931,11814,11527,11449,11525
2,909,100,12894,11827,11548,11447,11524
2,909,100,12876,11832,11544,11440,11540
2,909,100,12870,11835,11521,11438,11507
2,909,100,12857,11836,11522,11454,11532
2,909,100,12826,11842,11526,11445,11543
3,909,100,12813,11916,11527,11448,11525
3,909,100,12798,11923,11513,11465,11551
4,909,100,12753,11948,11504,11454,11565
4,909,100,12747,11960,11515,11480,11564
4,909,100,12742,11967,11526,11489,11537
4,909,100,12707,11989,11502,11500,11535
5,909,100,12669,12006,11517,11511,11534
5,909,100,12663,12029,11508,11520,11540
6,909,100,12629,12054,11519,11499,11551
6,909,100,12600,12071,11499,11483,11527
7,909,100,12580,12097,11518,11468,11519
8,909,100,12548,12164,11516,11455,11495
10,909,100,12497,12182,11529,11466,11518
11,909,100,12462,12202,11536,11474,11531
12,909,100,12429,12236,11541,11471,11543
15,909,100,12367,12260,11524,11484,11552
65535,909,100,12318,12287,11524,11492,11559
65535,909,100,12282,12320,11529,11509,11574
22,909,100,12217,12350,11508,11515,11577
24,909,100,12165,12452,11519,11520,11542
25,909,100,12097,12501,11533,11520,11549
27,909,100,11957,12611,11554,11516,11529
28,909,100,11895,12671,11561,11512,11545
28,909,100,11841,12720,11577,11519,11557
29,909,100,11805,12769,11584,11503,11571
29,909,100,11749,12816,11580,11486,11570
29,909,100,11733,12863,11606,11471,11576
29,909,100,11712,12944,11624,11455,11568
30,909,100,11638,12988,11644,11469,11571
30,909,100,11634,12983,11678,11487,11570
30,909,100,11627,12970,11706,11503,11571
30,909,100,11613,12970,11731,11508,11582
30,909,100,11609,12968,11765,11520,11589
30,909,100,11591,12963,11779,11519,11558
30,909,100,11587,12951,11778,11521,11566
30,909,100,11568,12945,11800,11539,11579
31,909,100,11542,12930,11820,11513,11582
31,909,100,11531,12912,11831,11520,11579
31,909,100,11525,12888,11852,11524,11582
31,909,100,11523,12844,11900,11522,11572
31,909,100,11519,12821,11894,11501,11563
31,909,100,11511,12796,11933,11517,11572
32,909,100,11515,12772,11967,11525,11574
32,909,100,11505,12766,12007,11533,11580
32,909,100,11508,12747,12009,11516,11559
32,909,100,11508,12726,12057,11542,11536
33,909,100,11512,12677,12107,11539,11556
33,909,100,11521,12648,12151,11550,11578
34,909,100,11520,12612,12187,11544,11588
34,909,100,11526,12586,12221,11547,11590
35,909,100,11528,12557,12249,11557,11596
35,909,100,11521,12523,12262,11556,11606
36,909,100,11509,12498,12305,11532,11611
37,909,100,11496,12466,12333,11545,11595
39,909,100,11495,12428,12384,11553,11589
40,909,100,11483,12392,12426,11534,11588
42,909,100,11494,12346,12476,11523,11601
43,909,100,11502,12306,12481,11531,11602
44,909,100,11510,12268,12524,11519,11601
44,909,100,11499,12214,12534,11509,11606
45,909,100,11504,12174,12583,11518,11612
46,909,100,11486,12137,12633,11512,11604
46,909,100,11506,12092,12681,11505,11611
47,909,100,11513,12044,12723,11530,11609
47,909,100,11518,12002,12760,11546,11607
48,909,100,11517,11961,12806,11546,11598
48,909,100,11499,11926,12815,11540,11602
48,909,100,11486,11894,12857,11528,11607
48,909,100,11480,11864,12887,11558,11604
48,909,100,11475,11834,12887,11569,11602
49,909,100,11466,11815,12927,11567,11599
49,909,100,11462,11790,12964,11558,11610
49,909,100,11461,11820,12998,11579,11609
49,909,100,11450,11780,13016,11600,11612
49,909,100,11459,11741,13031,11620,11611
49,909,100,11473,11707,13042,11615,11582
49,909,100,11462,11684,13060,11629,11596
49,909,100,11478,11669,13055,11640,11564
50,909,100,11460,11652,13067,11640,11586
50,909,100,11465,11638,13062,11627,11571
50,909,100,11469,11621,13059,11649,11568
50,909,100,11454,11611,13066,11664,11569
50,909,100,11444,11594,13065,11679,11570
50,909,100,11457,11570,13035,11690,11580
50,909,100,11464,11561,12999,11686,11587
50,909,100,11470,11564,13006,11723,11590
50,909,100,11459,11546,12981,11743,11564
50,909,100,11471,11547,13007,11764,11578
50,909,100,11458,11542,13005,11770,11550
51,909,100,11459,11535,12969,11817,11566
51,909,100,11446,11529,12968,11819,11574
51,909,100,11445,11525,12959,11853,11596
51,909,100,11462,11524,12938,11893,11601
51,909,100,11476,11563,12891,11906,11595
51,909,100,11467,11548,12870,11947,11606
51,909,100,11481,11587,12845,11959,11625
52,909,100,11472,11556,12819,11978,11622
52,909,100,11465,11544,12778,12012,11624
52,909,100,11445,11531,12745,12059,11616
53,909,100,11456,11516,12707,12082,11620
53,909,100,11469,11506,12636,12112,11608
54,909,100,11454,11499,12602,12184,11572
55,909,100,11447,11492,12558,12247,11581
56,909,100,11464,11482,12518,12301,11582
58,909,100,11451,11478,12464,12361,11599
65535,909,100,11465,11470,12414,12422,11618
62,909,100,11465,11465,12363,12482,11623
63,909,100,11470,11460,12326,12499,11630
64,909,100,11466,11462,12288,12535,11600
65,909,100,11483,11464,12242,12597,11616
66,909,100,11468,11465,12188,12629,11632
67,909,100,11463,11464,12110,12676,11635
67,909,100,11467,11467,12072,12722,11606
67,909,100,11453,11466,12029,12745,11616
68,909,100,11436,11475,12004,12807,11624
68,909,100,11451,11470,11965,12831,11636
68,909,100,11443,11466,11934,12886,11650
68,909,100,11459,11467,11891,12923,11648
69,909,100,11464,11519,11865,12936,11655
69,909,100,11476,11506,11844,12968,11672
69,909,100,11464,11494,11820,12962,11681
69,909,100,11476,11478,11785,12971,11698
69,909,100,11471,11472,11755,12998,11711
69,909,100,11465,11471,11730,13017,11716
70,909,100,11474,11467,11678,13004,11728
70,909,100,11483,11469,11661,13031,11743
70,909,100,11491,11469,11646,13013,11775
70,909,100,11478,11468,11638,13034,11799
70,909,100,11484,11467,11629,13052,11782
70,909,100,11469,11465,11633,13051,11779
70,909,100,11463,11463,11626,13056,11810
70,909,100,11478,11460,11612,13016,11817
71,909,100,11475,11455,11567,13017,11829
71,909,100,11458,11458,11580,13000,11908
71,909,100,11456,11449,11570,12955,11911
71,909,100,11453,11443,11576,12932,11954
71,909,100,11464,11444,11572,12912,12002
72,909,100,11455,11449,11559,12857,12040
72,909,100,11443,11449,11552,12843,12075
73,909,100,11442,11453,11525,12815,12131
73,909,100,11466,11449,11499,12757,12183
74,909,100,11476,11451,11502,12721,12234
75,909,100,11487,11468,11484,12659,12278
75,909,100,11495,11462,11492,12631,12306
78,909,100,11486,11457,11509,12534,12412
79,909,100,11476,11462,11488,12503,12456
81,909,100,11474,11467,11491,12466,12507
84,909,100,11455,11470,11500,12422,12565
87,909,100,11453,11463,11506,12349,12615
89,909,100,11458,11460,11512,12316,12666
90,909,100,11460,11452,11517,12277,12704
92,909,100,11460,11453,11498,12188,12800
93,909,100,11473,11455,11505,12135,12856
94,909,100,11470,11451,11473,12107,12871
94,909,100,11459,11446,11482,12061,12930
95,909,100,11480,11436,11479,12022,12972
96,909,100,11481,11440,11449,11968,13027
96,909,100,11470,11451,11465,11938,13074
96,909,100,11483,11455,11428,11888,13126
97,909,100,11465,11443,11444,11860,13159
97,909,100,11470,11439,11432,11799,13196
98,909,100,11473,11444,11434,11754,13197
98,909,100,11477,11441,11448,11715,13231
98,909,100,11476,11445,11458,11694,13221
98,909,100,11483,11445,11441,11663,13218
98,909,100,11485,11443,11459,11667,13255
98,909,100,11495,11438,11444,11639,13284
98,909,100,11494,11441,11450,11640,13297
99,909,100,11504,11445,11470,11610,13319
99,909,100,11466,11454,11480,11605,13345
99,909,100,11460,11455,11483,11597,13365
99,909,100,11452,11456,11482,11591,13337
99,909,100,11443,11460,11485,11584,13316
99,909,100,11431,11449,11493,11554,13323
99,909,100,11446,11449,11486,11559,13334
99,909,100,11445,11446,11487,11556,13338
99,909,100,11449,11441,11484,11544,13304
99,909,100,11467,11444,11481,11549,13302
99,909,100,11477,11442,11478,11539,13281
99,909,100,11467,11443,11475,11524,13258
99,909,100,11458,11439,11481,11518,13240
99,909,100,11460,11442,11483,11528,13214
99,909,100,11472,11442,11488,11523,13187
100,909,100,11467,11447,11490,11498,13120
100,909,100,11450,11453,11496,11468,13090
100,909,100,11445,11463,11505,11477,13062
100,909,100,11437,11469,11511,11479,12996
100,909,100,11447,11461,11516,11468,12964
100,909,100,11456,11452,11505,11468,12903
100,909,100,11469,11456,11481,11477,12873
99,909,100,11475,11456,11474,11496,12850
100,909,100,11477,11462,11478,11461,12814
100,909,100,11490,11463,11459,11452,12754
100,909,100,11484,11462,11467,11460,12731
100,909,100,11476,11471,11473,11445,12706
100,909,100,11487,11521,11474,11454,12680
99,909,100,11482,11500,11440,11461,12642
99,909,100,11481,11539,11429,11463,12608
99,909,100,11486,11521,11419,11475,12581
99,909,100,11481,11508,11442,11463,12516
99,909,100,11479,11494,11462,11473,12457
100,909,100,11483,11486,11470,11458,12436
100,909,100,11477,11486,11475,11461,12412
100,909,100,11483,11489,11462,11466,12400
100,909,100,11492,11488,11486,11486,12355
100,909,100,11504,11486,11501,11496,12341
100,909,100,11493,11482,11497,11503,12328
100,909,100,11486,11476,11504,11511,12316
