config01:Slider00:Status,Threshold,Resolution,TS15:Measurement Value,TS14:Measurement Value,TS13:Measurement Value,TS12:Measurement Value,TS01:Measurement Value
65535,909,100,11442,11425,11426,11391,11356
65535,909,100,11446,11417,11437,11412,11364
65535,909,100,11441,11420,11449,11415,11359
65535,909,100,11435,11422,11432,11425,11366
65535,909,100,11435,11427,11440,11406,11369
65535,909,100,11428,11427,11448,11426,11374
65535,909,100,11422,11436,11450,11423,11374
65535,909,100,11416,11441,11449,11426,11366
65535,909,100,11420,11440,11451,11406,11330
65535,909,100,11423,11439,11442,11431,11335
65535,909,100,11445,11443,11432,11442,11349
65535,909,100,11442,11438,11439,11439,11343
65535,909,100,11438,11439,11452,11422,11319
65535,909,100,11460,11447,11447,11391,11343
65535,909,100,11473,11453,11458,11404,11346
65535,909,100,11461,11451,11460,11417,11352
65535,909,100,11464,11449,11468,11425,11363
65535,909,100,11477,11452,11446,11432,11371
65535,909,100,11470,11446,11426,11444,11339
65535,909,100,11478,11442,11423,11413,11348
65535,909,100,11472,11440,11410,11393,11321
65535,909,100,11471,11440,11399,11412,11305
65535,909,100,11465,11437,11414,11426,11322
65535,909,100,11456,11434,11437,11408,11342
65535,909,100,11454,11432,11430,11395,11358
65535,909,100,11453,11440,11441,11421,11337
65535,909,100,11439,11437,11422,11428,11353
65535,909,100,11448,11430,11433,11435,11360
65535,909,100,11443,11418,11443,11440,11363
65535,909,100,11444,11418,11429,11443,11355
65535,909,100,11430,11425,11429,11418,11361
65535,909,100,11439,11429,11408,11419,11322
65535,909,100,11429,11425,11415,11422,11333
65535,909,100,11417,11428,11436,11429,11313
65535,909,100,11420,11490,11423,11433,11295
65535,909,100,11433,11473,11436,11433,11315
65535,909,100,11426,11473,11411,11435,11330
65535,909,100,11436,11466,11397,11453,11352
65535,909,100,11431,11457,11424,11434,11359
65535,909,100,11437,11450,11404,11415,11369
65535,909,100,11430,11445,11418,11423,11355
65535,909,100,11415,11446,11417,11428,11360
65535,909,100,11418,11450,11410,11432,11364
65535,909,100,11417,11442,11402,11431,11369
65535,909,100,11434,11443,11406,11443,11372
65535,909,100,11428,11456,11422,11456,11346
65535,909,100,11440,11452,11430,11429,11351
65535,909,100,11443,11456,11436,11441,11359
65535,909,100,11432,11441,11442,11439,11359
65535,909,100,11423,11439,11455,11435,11367
